Product,Discount Band,Units Sold,Sale Price,Gross Sales,Discounts,Sales,COGS,Profit,Date,Month Number,ProductID,Category,Manufacturing Price,Segment,Country,Year,Month Name,Discount Impact,Profit Margin,Month,Month_Name,Revenue Contribution (%),Discount Effectiveness,Cost-to-Sales Ratio (%)
Amarilla,Medium,1135.0,7.0,7945.0,556.15,7388.85,5675.0,1713.85,2014-01-06,6,6,Climate Control,260.0,Government,Canada,2014,June,0.07526881720430106,23.195084485407065,1,January,0.006210349978547324,3.0816326530612246,76.80491551459293
Amarilla,Medium,2071.0,350.0,724850.0,65236.5,659613.5,538460.0,121153.5,2014-01-09,9,6,Climate Control,260.0,Government,USA,2014,September,0.0989010989010989,18.367346938775512,1,January,0.5665918416551327,1.8571428571428572,81.63265306122449
Amarilla,High,2734.0,7.0,19138.0,2296.56,16841.44,13670.0,3171.44,2014-01-10,10,6,Climate Control,260.0,Government,Canada,2014,October,0.13636363636363638,18.83116883116883,1,January,0.014959556688412675,1.380952380952381,81.16883116883118
Amarilla,Low,1916.0,300.0,574800.0,11496.0,563304.0,479000.0,84304.0,2014-01-12,12,6,Climate Control,260.0,Small Business,Canada,2014,December,0.02040816326530612,14.965986394557824,1,January,0.4493026013428575,7.333333333333333,85.03401360544217
Amarilla,Medium,1645.0,125.0,205625.0,14393.75,191231.25,197400.0,,2014-01-05,5,6,Climate Control,260.0,Enterprise,Canada,2014,May,0.07526881720430108,,1,January,0.16073042345359267,,103.2258064516129
Amarilla,Medium,1630.5,15.0,24457.5,2201.175,22256.325,16305.0,5951.325,2014-01-07,7,6,Climate Control,260.0,Midmarket,Canada,2014,July,0.09890109890109891,26.73992673992674,1,January,0.019117638086887503,2.7037037037037033,73.26007326007326
Amarilla,High,344.0,350.0,120400.0,13244.0,107156.0,89440.0,17716.0,2013-01-10,10,6,Climate Control,260.0,Government,Mexico,2013,October,0.12359550561797752,16.53290529695024,1,January,0.09411279262644404,1.3376623376623376,83.46709470304975
Amarilla,High,3520.5,12.0,42246.0,4224.6,38021.4,10561.5,27459.9,2014-01-04,4,6,Climate Control,260.0,Channel Partners,Canada,2014,April,0.11111111111111112,72.22222222222221,1,January,0.0330223341968169,6.5,27.77777777777778
Amarilla,High,270.0,350.0,94500.0,11340.0,83160.0,70200.0,12960.0,2014-01-02,2,6,Climate Control,260.0,Government,USA,2014,February,0.13636363636363635,15.584415584415584,1,January,0.07386759886377876,1.1428571428571428,84.4155844155844
Amarilla,High,2761.0,12.0,33132.0,3975.84,29156.16,8283.0,20873.16,2013-01-09,9,6,Climate Control,260.0,Channel Partners,Canada,2013,September,0.13636363636363638,71.5909090909091,1,January,0.025898214661954685,5.25,28.40909090909091
Amarilla,High,1659.0,125.0,207375.0,26958.75,180416.25,199080.0,,2014-01-01,1,6,Climate Control,260.0,Enterprise,Canada,2014,January,0.14942528735632185,,1,January,0.16209834195107006,,110.34482758620689
Amarilla,High,888.0,300.0,266400.0,37296.0,229104.0,222000.0,7104.0,2014-01-03,3,6,Climate Control,260.0,Small Business,Canada,2014,March,0.16279069767441862,3.10077519379845,1,January,0.20823627870170008,0.19047619047619047,96.89922480620154
Amarilla,High,1743.0,15.0,26145.0,3660.3,22484.7,17430.0,5054.7,2013-01-10,10,6,Climate Control,260.0,Midmarket,Canada,2013,October,0.16279069767441862,22.480620155038757,1,January,0.02043670235231212,1.380952380952381,77.51937984496124
Amarilla,,1899.0,20.0,37980.0,0.0,37980.0,18990.0,18990.0,2014-01-06,6,6,Climate Control,260.0,Government,France,2014,June,0.0,50.0,1,January,0.02968773973382346,,50.0
Amarilla,Low,1236.0,20.0,24720.0,494.4,24225.6,12360.0,11865.6,2014-01-11,11,6,Climate Control,260.0,Government,USA,2014,November,0.020408163265306124,48.9795918367347,1,January,0.019322825861509112,24.000000000000004,51.02040816326531
Amarilla,Low,941.0,20.0,18820.0,376.4,18443.6,9410.0,9033.6,2014-01-11,11,6,Climate Control,260.0,Government,France,2014,November,0.020408163265306124,48.9795918367347,1,January,0.014710986355728213,24.000000000000004,51.02040816326531
Amarilla,Medium,1282.0,20.0,25640.0,2051.2,23588.8,12820.0,10768.8,2014-01-06,6,6,Climate Control,260.0,Government,USA,2014,June,0.08695652173913043,45.65217391304348,1,January,0.020041960157325792,5.25,54.347826086956516
Amarilla,Medium,1366.0,20.0,27320.0,2185.6,25134.4,13660.0,11474.4,2014-01-06,6,6,Climate Control,260.0,Government,Germany,2014,June,0.08695652173913043,45.65217391304348,1,January,0.02135516191490408,5.25,54.347826086956516
Amarilla,Medium,1520.0,20.0,30400.0,2432.0,27968.0,15200.0,12768.0,2014-01-11,11,6,Climate Control,260.0,Government,Germany,2014,November,0.08695652173913043,45.65217391304348,1,January,0.023762698470464277,5.25,54.347826086956516
Amarilla,Medium,1694.0,20.0,33880.0,3049.2,30830.8,16940.0,13890.8,2014-01-11,11,6,Climate Control,260.0,Government,Mexico,2014,November,0.0989010989010989,45.05494505494506,1,January,0.026482902111162162,4.555555555555555,54.94505494505495
Amarilla,Medium,1038.0,20.0,20760.0,1868.4,18891.6,10380.0,8511.6,2014-01-06,6,6,Climate Control,260.0,Government,Mexico,2014,June,0.09890109890109891,45.05494505494506,1,January,0.016227421718646,4.555555555555555,54.94505494505495
Amarilla,High,2039.0,20.0,40780.0,4078.0,36702.0,20390.0,16312.0,2014-01-05,5,6,Climate Control,260.0,Government,Mexico,2014,May,0.1111111111111111,44.44444444444444,1,January,0.031876409329787275,4.0,55.55555555555556
Amarilla,High,2629.0,20.0,52580.0,5783.8,46796.2,26290.0,20506.2,2014-01-01,1,6,Climate Control,260.0,Government,Mexico,2014,January,0.12359550561797754,43.82022471910113,1,January,0.04110008834134907,3.5454545454545454,56.17977528089888
Amarilla,,1686.0,7.0,11802.0,0.0,11802.0,8430.0,3372.0,2014-01-07,7,6,Climate Control,260.0,Government,Germany,2014,July,0.0,28.57142857142857,1,January,0.00922524234698748,,71.42857142857143
Amarilla,,1143.0,7.0,8001.0,0.0,8001.0,5715.0,2286.0,2014-01-10,10,6,Climate Control,260.0,Government,USA,2014,October,0.0,28.57142857142857,1,January,0.0062541233704666,,71.42857142857143
Amarilla,Medium,1683.0,7.0,11781.0,589.05,11191.95,8415.0,2776.95,2014-01-07,7,6,Climate Control,260.0,Government,Mexico,2014,July,0.05263157894736841,24.812030075187966,1,January,0.009208827325017752,4.714285714285714,75.18796992481202
Amarilla,Medium,1159.0,7.0,8113.0,405.65,7707.35,5795.0,1912.35,2013-01-10,10,6,Climate Control,260.0,Government,Germany,2013,October,0.05263157894736842,24.81203007518797,1,January,0.0063416701543051535,4.714285714285714,75.18796992481202
Amarilla,Medium,1403.0,7.0,9821.0,589.26,9231.74,7015.0,2216.74,2013-01-10,10,6,Climate Control,260.0,Government,France,2013,October,0.06382978723404255,24.012158054711243,1,January,0.007676758607843081,3.7619047619047614,75.98784194528876
Amarilla,Medium,2907.0,7.0,20349.0,1627.92,18721.08,14535.0,4186.08,2014-01-06,6,6,Climate Control,260.0,Government,USA,2014,June,0.08695652173913043,22.360248447204967,1,January,0.015906156288667025,2.571428571428571,77.63975155279502
Amarilla,High,3421.5,7.0,23950.5,2874.06,21076.44,17107.5,3968.94,2014-01-07,7,6,Climate Control,260.0,Government,France,2014,July,0.13636363636363638,18.83116883116883,1,January,0.018721332556475484,1.380952380952381,81.16883116883118
Amarilla,High,1190.0,7.0,8330.0,1082.9,7247.1,5950.0,1297.1,2014-01-06,6,6,Climate Control,260.0,Government,France,2014,June,0.14942528735632185,17.898193760262725,1,January,0.00651129204799235,1.1978021978021975,82.10180623973727
Amarilla,High,1731.0,7.0,12117.0,1696.38,10420.62,8655.0,1765.62,2014-01-10,10,6,Climate Control,260.0,Government,France,2014,October,0.16279069767441862,16.943521594684384,1,January,0.00947146767653341,1.040816326530612,83.0564784053156
Amarilla,High,1727.0,7.0,12089.0,1692.46,10396.54,8635.0,1761.54,2013-01-10,10,6,Climate Control,260.0,Government,Mexico,2013,October,0.1627906976744186,16.943521594684384,1,January,0.00944958098057377,1.0408163265306123,83.0564784053156
Amarilla,,1953.0,12.0,23436.0,0.0,23436.0,5859.0,17577.0,2014-01-04,4,6,Climate Control,260.0,Channel Partners,USA,2014,April,0.0,75.0,1,January,0.01831916451821713,,25.0
Amarilla,,4219.5,125.0,527437.5,0.0,527437.5,506340.0,21097.5,2014-01-04,4,6,Climate Control,260.0,Enterprise,Germany,2014,April,0.0,4.0,1,January,0.4122808642932731,,96.0
Amarilla,,2141.0,12.0,25692.0,0.0,25692.0,6423.0,19269.0,2014-01-08,8,6,Climate Control,260.0,Channel Partners,USA,2014,August,0.0,75.0,1,January,0.02008260687839369,,25.0
Amarilla,,615.0,15.0,9225.0,0.0,9225.0,6150.0,3075.0,2014-01-12,12,6,Climate Control,260.0,Midmarket,USA,2014,December,0.0,33.33333333333333,1,January,0.007210884650987927,,66.66666666666666
Amarilla,Low,1989.0,12.0,23868.0,238.68,23629.32,5967.0,17662.32,2013-01-09,9,6,Climate Control,260.0,Channel Partners,USA,2013,September,0.010101010101010102,74.74747474747475,1,January,0.018656844970165835,74.0,25.252525252525253
Amarilla,Low,321.0,15.0,4815.0,48.15,4766.85,3210.0,1556.85,2013-01-11,11,6,Climate Control,260.0,Midmarket,France,2013,November,0.0101010101010101,32.65993265993266,1,January,0.0037637300373449174,32.333333333333336,67.34006734006734
Amarilla,Low,259.0,300.0,77700.0,1554.0,76146.0,64750.0,11396.0,2014-01-03,3,6,Climate Control,260.0,Small Business,Germany,2014,March,0.02040816326530612,14.965986394557824,1,January,0.06073558128799586,7.333333333333333,85.03401360544217
Amarilla,Low,1101.0,300.0,330300.0,6606.0,323694.0,275250.0,48444.0,2014-01-03,3,6,Climate Control,260.0,Small Business,Mexico,2014,March,0.02040816326530612,14.965986394557824,1,January,0.25818484555244575,7.333333333333333,85.03401360544217
Amarilla,Low,2276.0,125.0,284500.0,5690.0,278810.0,273120.0,5690.0,2014-01-05,5,6,Climate Control,260.0,Enterprise,Germany,2014,May,0.02040816326530612,2.0408163265306123,1,January,0.22238446430418046,1.0,97.95918367346938
Amarilla,Low,1074.0,125.0,134250.0,5370.0,128880.0,128880.0,0.0,2014-01-04,4,6,Climate Control,260.0,Enterprise,Mexico,2014,April,0.041666666666666664,0.0,1,January,0.10493889044933648,0.0,100.0
Amarilla,Low,671.0,15.0,10065.0,402.6,9662.4,6710.0,2952.4,2013-01-10,10,6,Climate Control,260.0,Midmarket,USA,2013,October,0.04166666666666667,30.555555555555557,1,January,0.00786748552977707,7.333333333333333,69.44444444444444
Amarilla,Medium,1123.0,12.0,13476.0,673.8,12802.2,3369.0,9433.2,2014-01-08,8,6,Climate Control,260.0,Channel Partners,Mexico,2014,August,0.05263157894736841,73.6842105263158,1,January,0.010533754098288705,14.000000000000002,26.31578947368421
Amarilla,Medium,1250.0,300.0,375000.0,18750.0,356250.0,312500.0,43750.0,2014-01-12,12,6,Climate Control,260.0,Small Business,Germany,2014,December,0.05263157894736842,12.280701754385964,1,January,0.29312539231658236,2.3333333333333335,87.71929824561403
Amarilla,Medium,1987.5,125.0,248437.5,14906.25,233531.25,238500.0,,2014-01-01,1,6,Climate Control,260.0,Enterprise,France,2014,January,0.06382978723404255,,1,January,0.1941955724097358,,102.12765957446808
Amarilla,Medium,994.0,125.0,124250.0,8697.5,115552.5,119280.0,,2013-01-09,9,6,Climate Control,260.0,Enterprise,Germany,2013,September,0.07526881720430108,,1,January,0.0971222133208943,,103.2258064516129
Amarilla,Medium,1372.0,300.0,411600.0,28812.0,382788.0,343000.0,39788.0,2014-01-12,12,6,Climate Control,260.0,Small Business,USA,2014,December,0.07526881720430108,10.39426523297491,1,January,0.32173443060668083,1.380952380952381,89.6057347670251
Amarilla,Medium,2460.0,300.0,738000.0,59040.0,678960.0,615000.0,63960.0,2014-01-06,6,6,Climate Control,260.0,Small Business,Mexico,2014,June,0.08695652173913043,9.420289855072465,1,January,0.5768707720790341,1.0833333333333333,90.57971014492753
Amarilla,Medium,711.0,15.0,10665.0,853.2,9811.8,7110.0,2701.8,2014-01-12,12,6,Climate Control,260.0,Midmarket,Germany,2014,December,0.08695652173913045,27.536231884057976,1,January,0.008336486157483601,3.1666666666666665,72.46376811594203
Amarilla,Medium,1375.0,12.0,16500.0,1320.0,15180.0,4125.0,11055.0,2013-01-12,12,6,Climate Control,260.0,Channel Partners,Mexico,2013,December,0.08695652173913043,72.82608695652173,1,January,0.012897517261929625,8.375,27.173913043478258
Amarilla,Medium,635.0,300.0,190500.0,15240.0,175260.0,158750.0,16510.0,2014-01-12,12,6,Climate Control,260.0,Small Business,Mexico,2014,December,0.08695652173913043,9.420289855072465,1,January,0.14890769929682385,1.0833333333333333,90.57971014492753
Amarilla,Medium,970.0,15.0,14550.0,1309.5,13240.5,9700.0,3540.5,2013-01-11,11,6,Climate Control,260.0,Midmarket,Germany,2013,November,0.0989010989010989,26.73992673992674,1,January,0.011373265221883396,2.7037037037037037,73.26007326007326
Amarilla,Medium,306.0,12.0,3672.0,330.48,3341.52,918.0,2423.52,2013-01-12,12,6,Climate Control,260.0,Channel Partners,France,2013,December,0.09890109890109891,72.52747252747253,1,January,0.0028702838415639743,7.333333333333333,27.472527472527474
Amarilla,High,579.0,125.0,72375.0,7237.5,65137.5,69480.0,,2014-01-01,1,6,Climate Control,260.0,Enterprise,USA,2014,January,0.1111111111111111,,1,January,0.05657320071710039,,106.66666666666667
Amarilla,High,2993.0,300.0,897900.0,89790.0,808110.0,748250.0,59860.0,2014-01-03,3,6,Climate Control,260.0,Small Business,USA,2014,March,0.1111111111111111,7.4074074074074066,1,January,0.7018594393628248,0.6666666666666666,92.5925925925926
Amarilla,High,2574.0,12.0,30888.0,3088.8,27799.2,7722.0,20077.2,2014-01-08,8,6,Climate Control,260.0,Channel Partners,Germany,2014,August,0.11111111111111112,72.22222222222221,1,January,0.024144152314332257,6.5,27.77777777777778
Amarilla,High,2072.0,15.0,31080.0,3108.0,27972.0,20720.0,7252.0,2014-01-12,12,6,Climate Control,260.0,Midmarket,France,2014,December,0.1111111111111111,25.925925925925924,1,January,0.024294232515198348,2.3333333333333335,74.07407407407408
Amarilla,High,853.0,300.0,255900.0,25590.0,230310.0,213250.0,17060.0,2014-01-12,12,6,Climate Control,260.0,Small Business,France,2014,December,0.1111111111111111,7.4074074074074066,1,January,0.2000287677168358,0.6666666666666666,92.5925925925926
Amarilla,High,3199.5,15.0,47992.5,5279.175,42713.325,31995.0,10718.325,2014-01-07,7,6,Climate Control,260.0,Midmarket,USA,2014,July,0.12359550561797754,25.093632958801503,1,January,0.03751418770867621,2.0303030303030303,74.90636704119851
Amarilla,High,472.0,12.0,5664.0,623.04,5040.96,1416.0,3624.96,2014-01-10,10,6,Climate Control,260.0,Channel Partners,Germany,2014,October,0.12359550561797752,71.91011235955057,1,January,0.00442736592554966,5.818181818181818,28.08988764044944
Amarilla,High,3165.0,125.0,395625.0,43518.75,352106.25,379800.0,,2014-01-01,1,6,Climate Control,260.0,Enterprise,Germany,2014,January,0.12359550561797752,,1,January,0.3092472888939944,,107.86516853932584
Amarilla,High,1433.0,125.0,179125.0,19703.75,159421.25,171960.0,,2014-01-05,5,6,Climate Control,260.0,Enterprise,France,2014,May,0.12359550561797752,,1,January,0.14001622906322084,,107.86516853932584
Amarilla,High,947.0,125.0,118375.0,13021.25,105353.75,113640.0,,2013-01-09,9,6,Climate Control,260.0,Enterprise,Mexico,2013,September,0.12359550561797752,,1,January,0.09252991550793449,,107.86516853932584
Amarilla,High,2157.0,15.0,32355.0,3559.05,28795.95,21570.0,7225.95,2014-01-12,12,6,Climate Control,260.0,Midmarket,Mexico,2014,December,0.12359550561797752,25.0936329588015,1,January,0.025290858849074727,2.0303030303030303,74.9063670411985
Amarilla,High,2548.0,15.0,38220.0,4586.4,33633.6,25480.0,8153.6,2013-01-11,11,6,Climate Control,260.0,Midmarket,USA,2013,November,0.13636363636363635,24.242424242424246,1,January,0.029875339984906074,1.777777777777778,75.75757575757575
Amarilla,High,410.0,12.0,4920.0,639.6,4280.4,1230.0,3050.4,2014-01-10,10,6,Climate Control,260.0,Channel Partners,Mexico,2014,October,0.14942528735632185,71.26436781609196,1,January,0.00384580514719356,4.769230769230769,28.73563218390805
Amarilla,High,1770.0,12.0,21240.0,2761.2,18478.8,5310.0,13168.8,2013-01-12,12,6,Climate Control,260.0,Channel Partners,Germany,2013,December,0.14942528735632182,71.26436781609196,1,January,0.016602622220811228,4.769230769230769,28.73563218390805
Amarilla,High,1393.0,12.0,16716.0,2340.24,14375.76,4179.0,10196.76,2014-01-10,10,6,Climate Control,260.0,Channel Partners,France,2014,October,0.1627906976744186,70.93023255813954,1,January,0.013066357487903977,4.357142857142858,29.069767441860467
Amarilla,High,2015.0,12.0,24180.0,3385.2,20794.8,6045.0,14749.8,2013-01-12,12,6,Climate Control,260.0,Channel Partners,USA,2013,December,0.1627906976744186,70.93023255813954,1,January,0.01890072529657323,4.357142857142857,29.069767441860467
Amarilla,High,2844.0,125.0,355500.0,49770.0,305730.0,341280.0,,2014-01-05,5,6,Climate Control,260.0,Enterprise,USA,2014,May,0.16279069767441862,,1,January,0.2778828719161201,,111.62790697674419
Amarilla,High,2475.0,12.0,29700.0,4158.0,25542.0,7425.0,18117.0,2014-01-08,8,6,Climate Control,260.0,Channel Partners,France,2014,August,0.16279069767441862,70.93023255813954,1,January,0.023215531071473325,4.357142857142857,29.069767441860467
Amarilla,High,2914.0,12.0,34968.0,4895.52,30072.48,8742.0,21330.48,2014-01-10,10,6,Climate Control,260.0,Channel Partners,USA,2014,October,0.16279069767441862,70.93023255813954,1,January,0.027333356582736675,4.357142857142857,29.069767441860467
Amarilla,High,1870.0,15.0,28050.0,3927.0,24123.0,18700.0,5423.0,2013-01-11,11,6,Climate Control,260.0,Midmarket,Mexico,2013,November,0.16279069767441862,22.48062015503876,1,January,0.021925779345280363,1.380952380952381,77.51937984496125
Amarilla,High,2475.0,300.0,742500.0,111375.0,631125.0,618750.0,12375.0,2014-01-03,3,6,Climate Control,260.0,Small Business,France,2014,March,0.17647058823529413,1.9607843137254901,1,January,0.5803882767868331,0.1111111111111111,98.0392156862745
Amarilla,High,546.0,300.0,163800.0,24570.0,139230.0,136500.0,2730.0,2014-01-10,10,6,Climate Control,260.0,Small Business,Mexico,2014,October,0.17647058823529413,1.9607843137254901,1,January,0.12803717136388318,0.1111111111111111,98.0392156862745
Carretera,,1513.0,350.0,529550.0,0.0,529550.0,393380.0,136170.0,2014-01-12,12,1,Accessories,3.0,Government,Germany,2014,December,0.0,25.71428571428571,1,January,0.41393213733665646,,74.28571428571429
Carretera,Low,1210.0,350.0,423500.0,4235.0,419265.0,314600.0,104665.0,2014-01-03,3,1,Accessories,3.0,Government,Mexico,2014,March,0.010101010101010102,24.963924963924963,1,January,0.33103627638952704,24.714285714285715,75.03607503607503
Carretera,Low,1397.0,350.0,488950.0,4889.5,484060.5,363220.0,120840.5,2014-01-10,10,1,Accessories,3.0,Government,Mexico,2014,October,0.010101010101010102,24.963924963924963,1,January,0.3821964281951812,24.714285714285715,75.03607503607503
Carretera,Low,2155.0,350.0,754250.0,7542.5,746707.5,560300.0,186407.5,2014-01-12,12,1,Accessories,3.0,Government,France,2014,December,0.010101010101010102,24.963924963924963,1,January,0.5895728724127527,24.714285714285715,75.03607503607503
Carretera,Low,274.0,350.0,95900.0,3836.0,92064.0,71240.0,20824.0,2014-01-12,12,1,Accessories,3.0,Government,USA,2014,December,0.041666666666666664,22.61904761904762,1,January,0.07496193366176065,5.428571428571429,77.38095238095238
Carretera,Medium,1761.0,350.0,616350.0,43144.5,573205.5,457860.0,115345.5,2014-01-03,3,1,Accessories,3.0,Government,USA,2014,March,0.07526881720430108,20.12288786482335,1,January,0.48178089481153474,2.673469387755102,79.87711213517666
Carretera,Medium,1362.0,350.0,476700.0,38136.0,438564.0,354120.0,84444.0,2014-01-12,12,1,Accessories,3.0,Government,Mexico,2014,December,0.08695652173913043,19.25465838509317,1,January,0.3726209987128395,2.2142857142857144,80.74534161490683
Carretera,High,792.0,350.0,277200.0,30492.0,246708.0,205920.0,40788.0,2014-01-03,3,1,Accessories,3.0,Government,Germany,2014,March,0.12359550561797752,16.53290529695024,1,January,0.2166782900004177,1.3376623376623376,83.46709470304975
Carretera,High,886.0,350.0,310100.0,37212.0,272888.0,230360.0,42528.0,2014-01-06,6,1,Accessories,3.0,Government,Mexico,2014,June,0.13636363636363635,15.584415584415584,1,January,0.2423951577529925,1.1428571428571428,84.4155844155844
Carretera,High,1790.0,350.0,626500.0,81445.0,545055.0,465400.0,79655.0,2014-01-03,3,1,Accessories,3.0,Government,France,2014,March,0.14942528735632185,14.614121510673234,1,January,0.4897148220969036,0.978021978021978,85.38587848932676
Carretera,,1321.0,20.0,26420.0,0.0,26420.0,13210.0,13210.0,2014-01-01,1,1,Accessories,3.0,Government,Germany,2014,January,0.0,50.0,1,January,0.020651660973344282,,50.0
Carretera,Low,2580.0,20.0,51600.0,1548.0,50052.0,25800.0,24252.0,2014-01-04,4,1,Accessories,3.0,Government,Germany,2014,April,0.030927835051546393,48.45360824742268,1,January,0.04033405398276173,15.666666666666666,51.546391752577314
Carretera,Medium,1563.0,20.0,31260.0,1563.0,29697.0,15630.0,14067.0,2014-01-05,5,1,Accessories,3.0,Government,France,2014,May,0.05263157894736842,47.368421052631575,1,January,0.024434932703510305,9.0,52.63157894736842
Carretera,Medium,1117.5,20.0,22350.0,1341.0,21009.0,11175.0,9834.0,2014-01-01,1,1,Accessories,3.0,Government,USA,2014,January,0.06382978723404255,46.808510638297875,1,January,0.01747027338206831,7.333333333333333,53.191489361702125
Carretera,Medium,1834.0,20.0,36680.0,2567.6,34112.4,18340.0,15772.4,2013-01-09,9,1,Accessories,3.0,Government,Mexico,2013,September,0.07526881720430106,46.236559139784944,1,January,0.02867157170712598,6.142857142857143,53.76344086021505
Carretera,Medium,663.0,20.0,13260.0,1193.4,12066.6,6630.0,5436.6,2014-01-05,5,1,Accessories,3.0,Government,Germany,2014,May,0.09890109890109891,45.05494505494506,1,January,0.010364913872314353,4.555555555555555,54.94505494505494
Carretera,High,2521.5,20.0,50430.0,6051.6,44378.4,25215.0,19163.4,2014-01-01,1,1,Accessories,3.0,Government,France,2014,January,0.13636363636363635,43.18181818181818,1,January,0.039419502758734,3.1666666666666665,56.81818181818181
Carretera,High,442.0,20.0,8840.0,1149.2,7690.8,4420.0,3270.8,2013-01-09,9,1,Accessories,3.0,Government,Germany,2013,September,0.14942528735632185,42.52873563218391,1,January,0.006909942581542901,2.8461538461538463,57.47126436781609
Carretera,High,2579.0,20.0,51580.0,7221.2,44358.8,25790.0,18568.8,2014-01-04,4,1,Accessories,3.0,Government,Mexico,2014,April,0.1627906976744186,41.860465116279066,1,January,0.04031842062850485,2.571428571428571,58.13953488372092
Carretera,High,1743.0,20.0,34860.0,4880.4,29979.6,17430.0,12549.6,2014-01-05,5,1,Accessories,3.0,Government,USA,2014,May,0.1627906976744186,41.86046511627907,1,January,0.027248936469749498,2.5714285714285716,58.139534883720934
Carretera,Low,2529.0,7.0,17703.0,177.03,17525.97,12645.0,4880.97,2014-01-07,7,1,Accessories,3.0,Government,USA,2014,July,0.0101010101010101,27.849927849927848,1,January,0.013837863520481221,27.571428571428573,72.15007215007215
